index,respondent_id,date_created,NPS,Comentario,Sucursal,Mes - Año,Clasificacion_NPS
11605,114434563972,2023-10-11,3,"No me gusta que las rutinas halla que scanearlas, me parece bueno que el profe te arme la rutina y explique el manejo de cada máquina. Mi marido arrancó y esta súper perdido, o sea, si yo no iba con él no sabe qué hacer . Si uno no sabe utilizar las máquinas terminas haciendo mal el ejercicio y hasta podes joderte algún músculo ",Flores,10-2023,Pasivo
11608,114557851469,2024-03-20,3,las maquinas de polea son pocas para la cantidad de gente q va,Microcentro,03-2024,Pasivo
11610,118563182179,2024-03-20,4,"si lo recomendaria por los profesores tienen buena atencion, las maquinas estan bien y con las clases estoy conforme ",Flores,03-2024,Promotor
11612,118427302385,2023-09-25,5,"Profes y demás funcionarios, equipamiento, limpieza, trato, respuesta al socio, todo excelente ",Punta Carretas,09-2023,Promotor
11613,114651624683,2024-07-24,5,"variedad de clases, máquinas, muy buena atención al cliente y ambiente super agradable. ",Punta Carretas,07-2024,Promotor
11619,114552283212,2024-03-13,5,"Tiene máquinas casi nuevas, los profes son buena onda y dispuestos a ayudar, el ambiente de gente es muy agradable y ameno",Caballito 2,03-2024,Promotor
11620,118427601182,2023-09-26,5,"Amplio horario. Buenos profes, excelente limpieza",Punta Carretas,09-2023,Promotor
11621,118430821138,2023-09-29,5,"Buenas instalaciones, completo, limpio, buenos profesores ",Punta Carretas,09-2023,Promotor
11622,114432577100,2023-10-09,5,"Buenas máquinas, varias sedes, buen precio ",Almagro,10-2023,Promotor
11623,114432324133,2023-10-09,4,"Es espacio al aire libre es muy agradable. Aunque deberia disponer de algunas maquinas mas, ya que a los que nos gusta entrenar afuera, nos toca hacerlo adentro debido a la falta de varios equipos (maquinas y mancuernas) ",Barrio Norte,10-2023,Promotor
11625,114558010975,2024-03-20,5,"Es amplio, tiene variedad de maquinas.",Nuñez,03-2024,Promotor
11626,118438869480,2023-10-09,5,El congelamiento de las cuotas; las instalaciones son muy buenas (vestuarios limpios y siempre hay agua caliente),Congreso,10-2023,Promotor
11627,114432738160,2023-10-09,3,"El sector de musculacion y peso libre es muy bueno. Muy bien equipado y ordenado.  Lamentablemente debo decir todo lo contrario del sector cardio,lo único mantenido son las cintas. Las bicicletas digitales,  están deterioradas o no funcionan. Y no se observa que hay intentos de repararlas. El Remo están rotas las tiras que sostienen los pies en el pedestal , hace más de 2 meses y le hicieron un nudo que no sirve de nada,  es decir es una máquina rotas. Al igual que lo nombrado anteriormente.   Más allá de eso, que es importante,  estoy conforme con el gimnasio.  De hecho tengo el fitter caballito 2, a 2 cuadras de mi casa. Y elegí movilizarme hasta Almagro por lo descrito.",Almagro,10-2023,Pasivo
11629,114557967586,2024-03-20,5,"Hay buen ambiente y equipamiento, la app esta muy buena",Punta Carretas,03-2024,Promotor
11630,118427183391,2023-09-25,5,"Me gustan las instalaciones y el ambiente que hay, las clases de yoga están buenas!",Punta Carretas,09-2023,Promotor
11631,114649805354,2024-07-22,5,"Buen ambiente, clases grupales",Punta Carretas,07-2024,Promotor
11639,114553859969,2024-03-15,5,"Por la relación precio - calidad, cantidad de maquinas ",Abasto,03-2024,Promotor
11641,118561259472,2024-03-18,4,Me gustaría que se ofrezcan rutinas que no sean iguales para todos. Sino q sean en función de la necesidad particular de cada quien. ,Almagro,03-2024,Promotor
11642,114552299268,2024-03-13,3,Falta mantenimiento en cintas de correr y maquinaria en gral,Nuñez,03-2024,Pasivo
11643,118440098521,2023-10-10,3,Falta mantenimiento en las cintas y pesas rotas,Nuñez,10-2023,Pasivo
11644,118649716801,2024-07-17,3,"Es lindo gym pero últimamente se está viniendo abajo. Le falta mantenimiento a las cintas (la mitad anda mal, se frenan, display no se lee,  banda onduladas)",Nuñez,07-2024,Pasivo
11648,114556418169,2024-03-18,5,maquinas nuevas. muy enfocado en limpieza y comodidad,Barrio Norte,03-2024,Promotor
11649,114434652363,2023-10-11,5,GIMNASIO CON MAQUINAS Y EQUIPOS NUEVOS. LIMPIO Y COMODO,Barrio Norte,10-2023,Promotor
11652,114432296989,2023-10-09,3,"Está estallado de gente, es dificil encontrar un horario donde poder usar las máquinas y los distintos espacios.  También es molesto que limpien los vestuarios en el horarios en que lo tenés que utilizar para bañarte y prepararte para ir al trabajo.",Almagro,10-2023,Pasivo
11654,114437769560,2023-10-16,4,"Siempre se puede mejorar, mas q nada las maquinas.",Flores,10-2023,Promotor
11655,114646400700,2024-07-17,4,Buen gimnasio. Fallan ciertos profesores jóvenes que están más pendientes de irse y hacer sociales qué de trabajar. Ponen la música fuerte y te apuran a la hora de cerrar para que te vayas. ,Caballito,07-2024,Promotor
11656,114432302138,2023-10-09,5,"Todo muy bueno, excelente todo",Caballito,10-2023,Promotor
11658,114432395563,2023-10-09,2,"Pienso que podría mejorar. Hay demasiada gente y pocos elementos. Aunque debo decir que mejoraron respecto del año pasado, cuando había qie pelearse por barras, porque no había suficientes. ",Caballito,10-2023,Detractor
11659,114650224964,2024-07-23,3,Porque en general es recomendable.,Caballito,07-2024,Pasivo
11661,114552279631,2024-03-13,3,Es pequeño para la cantidad de gente que va. Se llena inclusive en horarios que no son pico,Hollywood,03-2024,Pasivo
11662,114646228690,2024-07-17,3,"El gimnasio está bien relación precio calidad. Pero no hay horario en que no esté explotado de gente, no se puede entrenar aveces. Uno si va a entrenar en serio tiene una rutina, y en esas condiciones termina haciendo lo que puede y no lo que debe y quiere. Realmente he probado ir a diferentes horarios y no he encontrado diferencia en franja horaria. Solo casualmente algún día menos lleno, pero no es un tema de horario.",Hollywood,07-2024,Pasivo
11664,118443073164,2023-10-13,4,"Las clases son puntuales, exigentes y variadas. No aburren para nada. La  Profesora atenta a las posturas y las correcciones (fundamental)",Congreso,10-2023,Promotor
11665,114559938513,2024-03-22,5,"buenas instalaciones, económico",Punta Carretas,03-2024,Promotor
11666,114646138226,2024-07-17,3,---,Buceo,07-2024,Pasivo
11668,114552352298,2024-03-13,4,Buena relación precio calidad ,Nuñez,03-2024,Promotor
11669,118653077901,2024-07-22,4,Es un buen gimnasio habría que mejorar el mantenimiento de las máquinas de correr ,Nuñez,07-2024,Promotor
11672,114434356772,2023-10-11,5,Por las clases de funcional,Flores,10-2023,Promotor
11674,118440737319,2023-10-11,5,"Tienen muchas máquinas y podes hacer todos los ejercicios, buena atención de parte de los profesores ",Caballito 2,10-2023,Promotor
11678,114552337363,2024-03-13,4,En congreso el espacio es chico y hay una sala que solo dejan ingresar para las clases. Deberían dejar que se use cuando no estan von clases ya que es amplia y se puede ejercitar   sin estar todos pegados en la sala de musculacion. Gracias ,Congreso,03-2024,Promotor
11681,114436262673,2023-10-13,5,Es un lugar cómodo y limpió ,Adrogue,10-2023,Promotor
11682,114552762833,2024-03-14,5,Estoy muy conforme con el gimnasio y ya lo he recomendado ,Punta Carretas,03-2024,Promotor
11684,118649727116,2024-07-17,4,Faltan mas máquinas de musculación para la cantidad de gente que asiste.,Adrogue,07-2024,Promotor
11685,114432306357,2023-10-09,3,"se le resta importancia al espacio para clases grupales, la reestructuración de horarios y salas que hicieron hace unos meses nos afecta en cuanto a restricción horaria y ni hablar del espacio reducido para la cantidad de personas interesadas en tomar las clases.",Adrogue,10-2023,Pasivo
11687,114432292927,2023-10-09,5,Es buen gym,Hollywood,10-2023,Promotor
11689,114552850908,2024-03-14,4,todacvia lo estoy conociendo,Palermo,03-2024,Promotor
11690,114555418959,2024-03-17,2,"me gusta el gimnasio, es grande, pero falta orden, hay pocas clases, muchas se suspenden, pocos empleados y ninguna indicacion ni orientacion. Aun asi, lo recomendaria.",Barrio Norte,03-2024,Detractor
11691,118441109664,2023-10-11,4,Aumentar la oferta de clases teniendo en cuenta la demanda en esta época del año,Congreso,10-2023,Promotor
11692,114557951014,2024-03-20,1,"Jamas se me acerco un profesor, los vestuarios son insoportables del calor y humedad, el calor se hace insoportable en cualquier parte del gym. Tuve que dejar de ir porque la verdad me parecio de 4ta. La atencion super precaria. ",Palermo,03-2024,Detractor
11694,118561810688,2024-03-18,4,Porque me gusta   ,Caballito,03-2024,Promotor
11695,118649846726,2024-07-17,4,Todo OK    ,Flores,07-2024,Promotor
11696,114558256606,2024-03-20,2,"maquinas rotas, mucha gente",Congreso,03-2024,Detractor
11698,114436199209,2023-10-13,5,"Es muy amplio ,buenas máquinas,buen ambiente.",Almagro,10-2023,Promotor
11701,114434385490,2023-10-11,3,"Excelentes las clases de Nancy en Adrogué, pero hay mucha gente.",Adrogue,10-2023,Pasivo
11702,118558811401,2024-03-14,2,"La verdad es que voy a Fiter porque no tengo Megatlon y/o Sport Club cerca. Si bien son más caros, son infinitamente superiores. En Fiter siempre faltan aparatos, camillas, pesas/mancuernas, y las caminadoras y bicicletas fijas envejecieron y no las renovaron. Solo las arreglan y se vuelven a romper rápido. Y la sucursal de Almagro tiene muchísima gente, y aparentemente siguen asociando gente. Hay horarios en los que directamente no se puede entrenar, parece un boliche",Almagro,03-2024,Detractor
11705,114432292593,2023-10-09,5,"excelente, todas las instalaciones limpias y las clases son buenas",Abasto,10-2023,Promotor
11706,118560366793,2024-03-16,2,"En la sucursal de castro barros es insoportable el calor que hace, podrian colocar mas ventiladores como en abasto",Almagro,03-2024,Detractor
11707,118655270387,2024-07-25,2,Las cintas para correr (todas) andan mal. Sucursal Alamgro,Almagro,07-2024,Detractor
11711,118427326449,2023-09-25,3,Está sobre poblado es imposible entrenar. ,Punta Carretas,09-2023,Pasivo
11712,114647989497,2024-07-19,3,"El gimasio es muy bueno, el personal es excelente, pero hay determindas horas que es imposible entrenar debido a la cantidad de gente. Por otra parte, hay clientes que golpean las máquinas o los accesorios como barras y mancuernas, u otros clientes que toman varias máquinas al mismo tiempo. Esto no debe suceder y es responsabilidad del personal hablar con estas personas.",Punta Carretas,07-2024,Pasivo
11714,114552284064,2024-03-13,5,Lo recomiendo la verdad está muy bueno ayuda a la salud a cuidarte estar en forma y lograr el objetivo de que quiere ,Congreso,03-2024,Promotor
11715,118439255808,2023-10-09,5,La verdad que esta muy bueno el gimnasio te cambia y ayuda mucho ,Congreso,10-2023,Promotor
11716,118656807237,2024-07-26,5,La verdad que me gusta mucho el gimnasio y ayuda mucho a uno es muy bueno todo lo que tiene para hacer y aprender ,Congreso,07-2024,Promotor
11720,114653583405,2024-07-27,5,"Buenas clases grupales, variedad de máquinas.",Cid Campeador,07-2024,Promotor
11722,114434293012,2023-10-11,5,Lo recomiendo porque las instalaciones y las máquinas son excelentes. La sucursal se encuentra súper limpia siempre.   Los profes súper bien también.,Lomas,10-2023,Promotor
11724,114648154951,2024-07-19,5,Excelente servicio ,Cid Campeador,07-2024,Promotor
11725,118654203749,2024-07-23,4,Me parce genial pero excedido de gente,Barrio Norte,07-2024,Promotor
11727,114648854488,2024-07-21,3,"Al momento está todo ok, lo único q le falta es un seguimiento sobre la persona, termina siendo todo ultra genérico, tenes q ser tu propio profe ",Lomas,07-2024,Pasivo
11729,114432316920,2023-10-09,3,No hay tantas opciones  y varkedad de clases grupales,Caballito,10-2023,Pasivo
11730,114432636124,2023-10-09,4,"Es un ambiente familiar, tienen muy buena onda. Las máquinas están impecables.  Lo malo es que es siempre esta muy lleno, pero eso habla bien de ustedes!",Barrio Norte,10-2023,Promotor
11732,114646468367,2024-07-17,5,Muy conforme con el lugar !,Hollywood,07-2024,Promotor
11734,114651591606,2024-07-24,3,Hay grupos de entrenadores personales externos que parece que van a comer un asado a un club,Hollywood,07-2024,Pasivo
11737,114554868867,2024-03-16,4,"Es muy buena la cadena, el salón bien equipado pero la falta de aire acondicionado hace imposible hacer ejercicio en días de calor, al menos en la sede de Congreso. Y la capacitación de los profes es nula, no existen ",Congreso,03-2024,Promotor
11739,114435394743,2023-10-12,4,"Las cortinas nuevas de las duchas trasparentes la verdad son casi una falta de respeto, por que lo ultimo que le faltaba a uno es tener que bañarse mientras otra persona pasa y te puede ver. Perdon pero no esta bueno ",Abasto,10-2023,Promotor
11742,114652150350,2024-07-25,5,Es un lugar agradable y las máquinas están en buenas condiciones ,Barrio Norte,07-2024,Promotor
11743,114557929606,2024-03-20,4,El lugar está muy bien. Es chica la zona de musculación para la cantidad de gente,Nuñez,03-2024,Promotor
11744,118440714332,2023-10-11,3,"Utilizo la sede de nuñez, las instalaciones son muy buenas, el precio es inferior al resto de las cadenas grandes con lo cual la relacion precio/calidad es excelente, el unico inconveniente es que no hay horario que no este lleno de gente. La gente de tenis acapara todo el gimnasio todo el tiempo! La gente no tiene educacion para devolver el material que ya no utilizan y eso genera caos. Faltan bancos para press de banca en relacion a la cantidad de gente.",Nuñez,10-2023,Pasivo
11748,118563150929,2024-03-20,3,No me gusta que los profesores de musculación no te armen la rutina en base a la necesidad de cada uno,Flores,03-2024,Pasivo
11749,114432305499,2023-10-09,4,No todos los profesores del gym están dispuestos a explicar las rutinas,Flores,10-2023,Promotor
11752,114554751156,2024-03-16,4,"Buenas instalaciones, buenas clases, buena respuesta administrariva. Podrian ofrecer mas promociones a los socios por permanencia.",Microcentro,03-2024,Promotor
11755,118558962808,2024-03-14,4,"Me gusta porque es muy limpio, a horario que voy no hay mucha gente. Lo unico que sacaron maquinas que yo usaba.",Caballito,03-2024,Promotor
11756,114432362927,2023-10-09,5,porque tiene sucursales y la limpieza,Caballito,10-2023,Promotor
11759,114556122346,2024-03-18,3,"Buenas maquinarias, falta espacio para dejar bicicletas y buena ventilación.. hace mucho calor en la sede de Balvanera",Congreso,03-2024,Pasivo
11760,114648966476,2024-07-21,5,El espacio y elementos disponibles ,Lomas,07-2024,Promotor
11762,114556537377,2024-03-19,1,"Voy a la sede de acoyte , gente descalza sin medias, zona musculación es un desastre cero orden y también hay gente descalza haciendo sentadillas con barra en el medio del paso, es poco higiénico, el.sslon de clases lleve y ponen baldes en vez de arreglar , lo más grave es la gente descalza sin medias , esto lo vi hoy en la sede de acoyte, en verano hizo mucho calor!",Caballito 2,03-2024,Detractor
11765,118440785471,2023-10-11,2,En verano mucha gente pocas máquinas... ,Caballito 2,10-2023,Detractor
11767,114653259208,2024-07-26,5,Las clases se Meli (funcional) son excelentes y el grupo de entrenamiento se mantiene motivado ,Hollywood,07-2024,Promotor
11769,114555783812,2024-03-18,5,"Buenas condiciones edilicias, maquinas y buenos profes",Adrogue,03-2024,Promotor
11771,114432650124,2023-10-09,3,El gimnasio está sobrepoblado. Hay espera para todas las máquinas. En verano es insoportable el calor. ,Adrogue,10-2023,Pasivo
11772,114554764360,2024-03-16,3,Me gusta. Necesita mejores profes en las clases del salón de arriba y wi fi... por favor.,Cid Campeador,03-2024,Pasivo
11776,114552883158,2024-03-14,4,El motivo de mi calefacción es porque los días de lluvia uno de los salones de  clase se llueven los techos y pq jamás te atienden el teléfono.,Caballito 2,03-2024,Promotor
11777,114553173734,2024-03-14,3,Muchas veces suspenden clases y hay poca variedad y horarios,Palermo,03-2024,Pasivo
11778,118560547089,2024-03-16,3,"Lo que más me molesta son las recepcionistas nuevas de la sucursal de rosario,no saludan,no ayudan cuando tenés un problema,están con el teléfono todo el tiempo y dudo mucho que sea porque estén trabajando,parece que les molesta que las saludes y que les presentes alguna inquietud,otra cosa puntualmente de rosario es que no prenden nunca el aire acondicionado y hay un olor asqueroso,se piensan que con prender el ventilador es suficiente y lo último que hicieron sacaron los rollos de papel,no hay papel ni el el salón ni en el baño, 23,000$ por mes cuando no te saludan al entrar,no prenden el aire y te sacan lad toallas de papel,un desastre   ",Caballito,03-2024,Pasivo
11779,114553416577,2024-03-14,4,Les falta mas profesores disponible en el horario del mediodia hasta las 17  En la sede con 1 o 2 no alcanza para ayudar alas personas,Barrio Norte,03-2024,Promotor
11780,114432597612,2023-10-09,3,Les falta mas profesores explicando los aparatos de 12 a 16hs y enseñando,Barrio Norte,10-2023,Pasivo
11785,118565422151,2024-03-22,5,Todo bien ,Almagro,03-2024,Promotor
11786,118443854050,2023-10-15,5,"Es un gimnasio con buenas instalaciones, muy cuidada la limpieza e higiene y un precio  accesible. ",Nuñez,10-2023,Promotor
11789,114434282869,2023-10-11,4,El espacio es cómodo en los horarios en que no está sobrecargado de gente.,Almagro,10-2023,Promotor
11790,114649685984,2024-07-22,3,.,Almagro,07-2024,Pasivo
11793,114650317284,2024-07-23,2,No hay muchas máquinas disponibles y no se puede utilizar el salón de funcional cuando está vacío,Almagro,07-2024,Detractor
11794,114434632107,2023-10-11,4,Porque a veces está muy lleno de gente ,Flores,10-2023,Promotor
11797,114554778776,2024-03-16,3,"Estuve en una clase de yoga  . Y entro un pibe q quería pasar exactamente por el medio de la clase. Para ir al patio . Se le dijo q no se podía y siguió caminando hasta q se dio cuenta q la puerta estaba trabada. Será posible q así como indican con carteles ,en los baños de mujeres al menos normas básicas de convivencia y de uso, pongan uno q diga q mientras hay una clase  no la interrumpan ? Ya suficiente con la música al palo de afuera ,los q golpean los vidrios o tiran las pesas al punto de hacer vibrar el piso. Me hubiera encantado poner esto en un libro de quejas/sugerencias pero lo pedí y no sabían dónde estaba. En síntesis pareciera que no les importa la gente q hace yoga o cualquier clase por qué ya me he quejado y tbn las profes de estas cosas y no paso absolutamente nada.ni un cartel q sería lo más lógico en principio.",Barrio Norte,03-2024,Pasivo
11798,118438843697,2023-10-09,5,"El lugar es muy limpio, tiene buen equipo de profesores y recepción. ",Caballito 2,10-2023,Promotor
11800,114647400048,2024-07-18,4,Porque hay veces que por recomendar te ganas un mes gratis!,Caballito,07-2024,Promotor
11802,114554973512,2024-03-16,1,"Es caro, tienen maquinas hace mas de un año sin arreglar. Ponen la musica extremadamente fuerte y siempre regueton . ",Abasto,03-2024,Detractor
11803,114432718263,2023-10-09,1,"Demasiada gente , pocas maquinas y elementos. Instructores que no te ayudan , te mandan a la app a ver la retinas pre armadas . Maquinas rotas hace mas de un año. Falta de clases como boxeo. Sucursal abasto",Abasto,10-2023,Detractor
11806,114552299811,2024-03-13,3,LA LIMPIEZA DE LOS SALONOS NO ES LA MISMA EN TODAS LAS SEDES Y YA NO HAY DISPENSERS DE ALCOHOL GEL,Abasto,03-2024,Pasivo
11808,118559033534,2024-03-14,3,1- No cuidan como deberían a los profesores buenos que tiene el gym  2- Hacen falta sedes con pileta,Almagro,03-2024,Pasivo
11809,114646143527,2024-07-17,4,"Tienen q mejorar, arreglar y cambiar máquinas en el sector de afuera y tobilleras y discos en el sector de clases.",Almagro,07-2024,Promotor
11815,114437004066,2023-10-14,3,Faltan sucursales con piletas,Almagro,10-2023,Pasivo
11817,114434375060,2023-10-11,3,porq si,Flores,10-2023,Pasivo
11818,114554761970,2024-03-16,4,"Bien en general. Se debe mejorar la climatización, hace calor dentro.",Congreso,03-2024,Promotor
11820,114434735963,2023-10-11,3,Frecuento el fiter de abasto y tienen problemas con los aires acondicionados y la ventilación y realmente hace mucho calor. Más aún en el último piso con los ventanales ,Abasto,10-2023,Pasivo
11821,118657395189,2024-07-28,5,Estoy a gusto ,Nuñez,07-2024,Promotor
11822,114646234538,2024-07-17,4,Es una muy buena opcion de precio y calidad,Buceo,07-2024,Promotor
11824,118560498814,2024-03-16,3,"Caballito 1 es super comodo,pero estaría bueno que los coach se involucraran un poco mas..con las personas q entrenan solos..ej los q recien comienzan...l  Conocí caballito 2....no es comodo, el lugar no era higienico ,las vandas rotas todo desordenado ,y los coach.nunca subieron al 1er piso.  Conoci el abasto todo en orden super limpio.  ",Caballito,03-2024,Pasivo
11827,114649324943,2024-07-22,5,"Es muy completo, tiene horarios amplios, muchas sedes, y buenos equipos.",Cid Campeador,07-2024,Promotor
11828,114552791054,2024-03-14,1,"No funciona (o no prenden) el aire acondicionado casi nunca, y salis descompuesto de entrenar. Encima cdo bajas a recepcion ahi si esta fresco, parece una tomada de pelo. Pero bueno, quizas cdo alguien se desmaye ahi se ocuparan",Lomas,03-2024,Detractor
11829,114554708823,2024-03-16,4,Son excelentes las clases de meli en la sede de Palermo Hollywood. Te motiva y siempre está pendiente de vos. El gimnasio necesita mejorar ,Hollywood,03-2024,Promotor
11831,114646093721,2024-07-17,5,Porque tenemos a meli de profe que es excelente y la super recomiendo,Hollywood,07-2024,Promotor
11832,114553006419,2024-03-14,4,Es bueno ,Nuñez,03-2024,Promotor
11833,118440115843,2023-10-10,4,Musica muy repetitivo y y falta de bancos,Nuñez,10-2023,Promotor
11834,118653989175,2024-07-23,5,Es lo que se espera de un gimnasio ,Nuñez,07-2024,Promotor
11836,118443425498,2023-10-14,5,Muy buenas clases y aparatos,Nuñez,10-2023,Promotor
11839,114432476821,2023-10-09,3,Le faltan clases al mediodía. Y la de la noche explota y no hay materiales. ,Flores,10-2023,Pasivo
11843,114432300957,2023-10-09,4,Hay una relación acorde entre precio y servicios prestados.,Flores,10-2023,Promotor
11846,114554770671,2024-03-16,5,Las maquinas,Barrio Norte,03-2024,Promotor
11847,118650936982,2024-07-18,5,Buen gimnasio y excelente clima.  Ariel de León un genio!!!!!!,Microcentro,07-2024,Promotor
11848,114436178088,2023-10-13,4,"Es un gimnasio bien equipado y cómodo, espacioso. Quizás se debería concientizar a los concurrentes a evitar tiempo ocioso sobre las máquinas para que puedan aprovecharse mejor.",Adrogue,10-2023,Promotor
11851,114554774100,2024-03-16,4,Muy bien todo! ,Lomas,03-2024,Promotor
11852,114436266599,2023-10-13,4,Buen gimnasio!,Lomas,10-2023,Promotor
11855,114432596117,2023-10-09,3,Creo que está muy bueno en general la sucursal de Lomas de Zamora. Pero lomque creo que falta y más ahora en verano es que tenga una buena ventilación. Hace mucho calor en el lugar.,Lomas,10-2023,Pasivo
11858,114553175541,2024-03-14,4,"Los puntos destacados son equipamiento, profesionales adecuados a cada rutina, limpieza, eficaz atencion al cliente.",Nuñez,03-2024,Promotor
11859,118443379629,2023-10-14,4,"Atención, Higiene, Predisposición",Nuñez,10-2023,Promotor
11860,114555809306,2024-03-18,5,independencia para el uso total del gimnasio como las actividades.,Hollywood,03-2024,Promotor
11863,118560733088,2024-03-17,1,Exceso de personas ,Almagro,03-2024,Detractor
11864,118558307017,2024-03-13,5,.,Flores,03-2024,Promotor
11865,114432366107,2023-10-09,5,.,Flores,10-2023,Promotor
11872,118440807143,2023-10-11,5,Las instalaciones y los equipos son muy buenos. Los horarios excelentes. Me queda cerca de casa. Y el precio es muy bueno.,Congreso,10-2023,Promotor
11875,114436856489,2023-10-14,3,"La Sucursal de Almagro esta muy llena, poco espacio para entrenar y no hay seguimiento de los ejercicios ni rutinas",Almagro,10-2023,Pasivo
11877,114552915416,2024-03-14,2,"Mala gestión en las sucursales sobre todo de los gerentes. Recepcionistas que parece que están pagos x hacer sus cosas personales con mala actitud, odiosos y poca predisposición para nada. Falta de materiales, problemas edilicios, cortes de luz, colapso de instalaciones. Solo rescato a los profesores de clases, los del salón te ignoran salvo que pagues por abajo de la mesa. Nadie asiste y corrige. La app no anda y el wifi tampoco no hay rutinas. Recorrí mas de 5 sedes y todas con problemas. Ni siquiera ponen un espejo en el sector Funcional. Pesas de 3 kg en los salones. No sirve. Nadie controla nada hasta hay gente filmandote con trípode sin permiso.",Cid Campeador,03-2024,Detractor
11878,118441365353,2023-10-12,1,"La mayor dejadez la vi en esta sucursal. Mala ventilacion. Colchonetas mal señalizadas, se mezclan limpias y sucias en el sector funcional y el salon (los carteles no estan, uno lo encontre tirado y lo colgue yo). Falta de materiales básicos, mancuernas de 2, 3,4,5 kg y pesas rusas de 4,6,8 que son las q mas usan las mujeres en salon. Las q hay son pesadisimas. No alcanzan los step en las clases. Las colchonetas tipo mat estan asquerosas y rotas. Maquinas como la escalera rotas hace meses.Solo rescato a las profes q dan clases en esas condiciones y al señor q limpia las colchonetas en ese caos. Las recepcionistas de aca son las mas ortivas del universo. En el baño de mujeres el rollo de papel esta tirado x ahi, arrancaron el dispenser roto. No hay spray para limpiar las maquinas. Me enferme dos veces desde q comence a ir. NI UNA VENTANA ni ventilacion, se siente el vaho de la clase anterior. La gente acapara materiales y deja a otros sin nada.   Visite Microcentro, Palermo Hollywood y caballito 1 y esta es la peor sede q vi. ",Caballito 2,10-2023,Detractor
11885,114433734181,2023-10-10,5,Buen espacio y máquinas modernas.,Lomas,10-2023,Promotor
11887,118440032987,2023-10-10,2,"Cada vez mas gente, pero no suman elementos ni maquinaria. Además la gente usa muchos elementos a la vez y los deja en cualquier lado, no sabiendo que esta en uso y que no. Y nadie les dice nada, aunque sea un cartel avisando que se use un elemento por vez y luego se devuelva a su lugar.",Caballito 2,10-2023,Detractor
11889,114437388152,2023-10-15,4,"Es un gran lugar pero le falta lo que tenia Megathlon, saunas y piletas. ",Flores,10-2023,Promotor
11892,114647775507,2024-07-19,4,Algunas clases me gustan mucho cuando el o la profe están atentos a las personas. Y el lugar es bastante agradable y está cuidado. ,Palermo,07-2024,Promotor
11893,114432292900,2023-10-09,4,"Me gustan las instalaciones y las clases, aunque por cuestiones de horario no pude participar todavía ",Almagro,10-2023,Promotor
11895,118649705163,2024-07-17,5,Excelente clima y siempre muy atentos,Caballito 2,07-2024,Promotor
11896,114554700762,2024-03-16,5,Ambiente familiar,Cid Campeador,03-2024,Promotor
11898,114432355930,2023-10-09,5,Todo muy bien solo que los de limpieza se olvidan de pasar x el salon de arriba.,Flores,10-2023,Promotor
11901,114555959656,2024-03-18,5,Porque algunos profes son excelentes,Cid Campeador,03-2024,Promotor
11903,114434702806,2023-10-11,3,No soy muy amante de los gimnasios de musculacion pero no me gustaron mucho las clases grupales y el tema q no haya un profesor para guiarte en alguna rutina para alguien q no le gusta hacer musculacion es aburrido,Flores,10-2023,Pasivo
11906,114649616147,2024-07-22,5,la atención del personal,Hollywood,07-2024,Promotor
11909,114557898056,2024-03-20,3,Buen servicio aunque en ocasiones se satura por falta de maquinas o exceso de gente,Congreso,03-2024,Pasivo
11910,118440769040,2023-10-11,5,Practico buena calidad en aparatos y espacio ,Congreso,10-2023,Promotor
11911,118652100973,2024-07-20,4,Buen servicio ,Congreso,07-2024,Promotor
11916,114552804451,2024-03-14,1,Porq cambian la grilla y sacan horarios luego de pagar y eso no corresponde,Palermo,03-2024,Detractor
11917,118653460858,2024-07-22,3,El gym bien pero poca cordialidad por parte del personal. No de todos pero un punto a mejorar ,Barrio Norte,07-2024,Pasivo
11920,114552305005,2024-03-13,5,La cadena de gimnasio ofrece un servicio acorde al precio mensual.   Sede Congreso debe corregir varios items por ejemplo. ,Congreso,03-2024,Promotor
11921,114432294632,2023-10-09,5,Muy limpia la Sede. Muchos elementos para ejercitarse.  Amplio lugar.,Almagro,10-2023,Promotor
11924,118563148188,2024-03-20,3,Está lleno de gente. Pocas máquinas disponibles.,Flores,03-2024,Pasivo
11925,114436385383,2023-10-13,4,Está muy bueno pero se llena de gente y se hace difícil tener lugar.,Flores,10-2023,Promotor
11927,114432447419,2023-10-09,4,"Voy a las clases de la mañana. Hay espacio, pero cuando iba a la noche no hay espacio suficiente para todos los solicitantes. Lo recomendaría para la mañana, pero no a la noche.",Flores,10-2023,Promotor
11928,118438834197,2023-10-09,3,"los Profesores no te dan ni 5 de bola, me gustaba mas cuando era Megatlon, preguntabas te respondían te enseñan te daban una rutina personal y estaban atentos a que ejecutes bien los ejercicios para evitar lesiones, ósea valía pagar una membresía ahora siento que  pago un alquiler por el uso de los aparatos un desastre",Congreso,10-2023,Pasivo
11930,118443697104,2023-10-15,2,"no hay profesores para elaborar rutinas la repuesta patentada es ""podes escanear los qr""",Palermo,10-2023,Detractor
11932,114652872999,2024-07-26,4,"Lo recomiendo porque es un gimnasio que brinda todo, en locación y máquinas,espacio y lugar estratégico ",Buceo,07-2024,Promotor
11933,114432336894,2023-10-09,5,Es muy bueno el ambiente espacios cómodos ,Almagro,10-2023,Promotor
