index,respondent_id,date_created,NPS,Comentario,Sucursal,Mes - Año,Clasificacion_NPS
364,114553432382,2024-03-14,3,"Considero que las colchonetas y las otras que se usan para hacer gimnasia estan muy deterioradas, el baño no esta lo suficientemente limpio, hace como 5 meses que no funcionan todos los televisores que estan en frente de las bicicletas, el aire acondicionado del gimnasio en donde hago streching no funciona.",Congreso,03-2024,Pasivo
365,118443813396,2023-10-15,4,Le falta mantenimiento a los aparatos hay bicicleta q no funciona hace bastante y cintas y los baños no están suficientemente limpios,Congreso,10-2023,Promotor
366,118650264592,2024-07-17,3,"No hay calefacción y hace mucho frío, el baño muchas veces está sucio no hay papel higiénico y toallitas para secarse las manos",Congreso,07-2024,Pasivo
370,114557912129,2024-03-20,3,Faltan clases grupales de aeróbico modeladora ,Cid Campeador,03-2024,Pasivo
371,114552863788,2024-03-14,5,el profesde musculación es excelente JOSE y muy responsable. UN LUJO,Hollywood,03-2024,Promotor
373,114554720946,2024-03-16,5,Porque es casi completo.porque los profesores son buenosv,Congreso,03-2024,Promotor
375,118558267542,2024-03-13,5,"Buen ambiente, excelentes profesores",Flores,03-2024,Promotor
376,114432470902,2023-10-09,5,Todo 👍,Flores,10-2023,Promotor
377,118655140176,2024-07-24,5,"Buenos profesores, buen grupo de compañeras/os",Flores,07-2024,Promotor
378,118564954119,2024-03-22,5,El gimnasio está bueno y tiene las clases que me gustan.,Flores,03-2024,Promotor
379,114432390234,2023-10-09,5,Me gusta el gimnasio y las clases son muy buenas.,Flores,10-2023,Promotor
380,118656343663,2024-07-26,5,Muy buena atención y profesores. Y los horarios son amplios.,Flores,07-2024,Promotor
381,114436256408,2023-10-13,3,Las cintas tienen destruidos el teclado. Hay aparatos con la cuerina rota.  Creo que sería tiempo de hacer algún mantenimiento. ,Flores,10-2023,Pasivo
384,118439225012,2023-10-09,5,Muy buen servicio,Caballito 2,10-2023,Promotor
385,114647413083,2024-07-18,5,Excelente nivel de profesores ,Caballito 2,07-2024,Promotor
386,114552397155,2024-03-13,5,Buenos profesores y confort en las instalaciones ,Caballito 2,03-2024,Promotor
389,114648154239,2024-07-19,5,La magnífica profesional de la clase  que tomó NANCY una genia ,Lomas,07-2024,Promotor
390,114433397461,2023-10-10,5,"Bueno es un lugar recomendable por los amplios espacios, vestuarios bien equipados, las máquinas variadas , muchas cintas,   las clases de Zumba son espectaculares con la profesora Florencia yo voy a FITER de Medrano",Almagro,10-2023,Promotor
392,114554668395,2024-03-16,5,Es muy espacioso con buenas clases y buenos aparatos,Caballito 2,03-2024,Promotor
394,118440136808,2023-10-10,2,hay pocas clases de streching a ultima hora.sacaron las de la  mañana los  dias de semana y sabado. ademas hay muchas maquinas que funcionan mal,Nuñez,10-2023,Detractor
397,118654970206,2024-07-24,3,"Deberia haber mas ckases de,streching  y 1 gimnasia  menos exigente",Nuñez,07-2024,Pasivo
398,118558648227,2024-03-14,2,No hay barra para elongar . los ventiladores dirigidos al cuerpo no es saludable.El abono mensual subio demasiado.,Almagro,03-2024,Detractor
399,114436182183,2023-10-13,4,por la cantidad de personas en algunos horarios,Almagro,10-2023,Promotor
400,114648501192,2024-07-20,4,Segun horarios a utilizar,Almagro,07-2024,Promotor
403,114651721127,2024-07-24,5,Es un buen gimnasio ,Almagro,07-2024,Promotor
404,118558278662,2024-03-13,5,Todo bien. ,Flores,03-2024,Promotor
405,114432690309,2023-10-09,3,No me atrevería a recomendar porque las máquinas de PB no funcionan y los insumos del 1er piso están deteriorados y son escasos. ,Flores,10-2023,Pasivo
406,118651390024,2024-07-19,5,Cercanía.  Profesores. ,Flores,07-2024,Promotor
413,118655253155,2024-07-25,5,Me gusta el ambiente ,Flores,07-2024,Promotor
414,114436197206,2023-10-13,4,La gente que trabaja es muy buena y amable en el trato y orientación. Hay demasiados usuarios y se tiene que esperar para encontrar una máquina o un espacio. Por favor empiecen a trabajar en la nueva sede de Av La Plata y Rivadavia ,Caballito,10-2023,Promotor
417,114652856680,2024-07-26,5,Estoy satisfecha con fitter,Palermo,07-2024,Promotor
419,114647388027,2024-07-18,5,Buenos profes  Maquinas  Limpieza ,Lomas,07-2024,Promotor
421,114432341609,2023-10-09,5,"Estuve buena;me gusta hambiente,siendo una señora grande el respeto  persona",Almagro,10-2023,Promotor
424,118653375830,2024-07-22,5,No,Barrio Norte,07-2024,Promotor
427,114434284887,2023-10-11,5,Es agradable ,Caballito,10-2023,Promotor
428,114552280826,2024-03-13,4,"Hay promociones, hay que esperar en las máquinas",Barrio Norte,03-2024,Promotor
430,114554893368,2024-03-16,4,"Buenas Tardes, Tendrían que mejorar el Aspecto, De jabón líquido, Papel, Pero un papel más Suave!!  No una Lija!!  Tener Alchol en todos los sectores y mejorar el Aire en la parte Alta!  Saludos!!  JC",Caballito 2,03-2024,Promotor
432,118443479661,2023-10-14,5,Buen equipamiento y atención. ,Nuñez,10-2023,Promotor
433,114552343380,2024-03-13,4,Se utilizan los sectores con comodidad,Nuñez,03-2024,Promotor
435,114552289617,2024-03-13,3,El precio de los abonos es muy elevado,Barrio Norte,03-2024,Pasivo
436,114434328839,2023-10-11,4,"El Gimnasio es muy bueno y completo, pero debería tener valores más accesibles",Barrio Norte,10-2023,Promotor
441,118651674325,2024-07-19,4,Muy bueno nivel de profesores. Muy atentos con sus concurrentes. Buena cantidad de equipos. Buenos Horarios de atencion,Adrogue,07-2024,Promotor
442,114652330036,2024-07-25,5,"vamos toda la familia, el lugar excelente, y los profesores/as, muy amables",Caballito 2,07-2024,Promotor
445,114552274633,2024-03-13,4,Porque a veces no abren puntualmente a las 0700 horas ,Nuñez,03-2024,Promotor
446,118443461883,2023-10-14,4,Porque casi nunca abre puntual (0700 horas),Nuñez,10-2023,Promotor
447,114557967450,2024-03-20,5,Tiene una muy buena relación prestación/precio,Nuñez,03-2024,Promotor
448,118656322243,2024-07-26,5,..,Nuñez,07-2024,Promotor
450,114650219478,2024-07-23,5,"Es un buen lugar, buen ambiente, bien atendido, cumple con mis expectativas",Caballito 2,07-2024,Promotor
452,114647475109,2024-07-18,5,Excelente ,Caballito,07-2024,Promotor
453,118439025871,2023-10-09,4,siempre encuentro maquinas disponibles,Caballito 2,10-2023,Promotor
455,114552280593,2024-03-13,3,"Buen trato de los profes, y personal, sucursal adrogue",Adrogue,03-2024,Pasivo
457,114556785886,2024-03-19,5,Estoy conforme,Cid Campeador,03-2024,Promotor
458,114557934060,2024-03-20,5,cercanias y precio,Nuñez,03-2024,Promotor
459,118649776831,2024-07-17,5,cercania y precio,Nuñez,07-2024,Promotor
463,114554678204,2024-03-16,5,"Amplitud de lugar, control y corrección de los profesores",Nuñez,03-2024,Promotor
464,118654792075,2024-07-24,5,Por equipamiento y precios,Nuñez,07-2024,Promotor
467,118561629069,2024-03-18,3,"Estoy cansado de esperar a las 7 de la mañana en la puerta para que abran el local, especialmente con los mosquitos que hay ahora",Flores,03-2024,Pasivo
468,114434486144,2023-10-11,4,Wstado general del equipamento,Flores,10-2023,Promotor
469,118650512990,2024-07-18,3,"En la sucursal de flores los equipos no tienen un buen mantenimiento, la mayoría de los displays de las cintas son ilegibles y las máquinas de musculación tiene las almohadillas deterioradas.    El personal de la sucursal nunca llega a horario teniendo que esperar afuera a que llego, muchas veces personal de limpieza ha abierto el local debido a la impuntualidad del personal del gimnasio.",Flores,07-2024,Pasivo
474,118650379131,2024-07-18,3,"En la sucursal de Flores a la cual asisto, los equipos tienen un mal mantenimiento, cintas con numeraciones defectuosas, muchas, varias fuera de servicio,almohadillas de los equipos deterioradas, etc.  El encargado del local de Flores nunca llega a horario, la mayoría de las veces abre el mismo el personal de limpieza pasadas las 7 horass.",Flores,07-2024,Pasivo
476,118427573526,2023-09-26,5,Es muy bueno ,Punta Carretas,09-2023,Promotor
477,114646585127,2024-07-17,4,Buena relación de precio y calidad,Caballito,07-2024,Promotor
478,114552841115,2024-03-14,3,Faltan máquinas para la población de asociados ,Caballito 2,03-2024,Pasivo
479,118558334636,2024-03-13,3,Hay máquinas que no funcionan o no lo hacen correctamente.,Flores,03-2024,Pasivo
480,114434662507,2023-10-11,5,"Es un lugar amigable, los/as instructores tienen excelente disposición y asisten muy  bien al usuario del gym, el ambiente es agradable, los aparatos funcionan, y el espacio es amplio  ",Abasto,10-2023,Promotor
482,114553957424,2024-03-15,5,El lugar esta bien preparado y con higiene ,Adrogue,03-2024,Promotor
484,118563497388,2024-03-20,5,"Estoy conforme con la atención en el ingreso y salida del local. Además, el local cuenta con todos los elementos para mi entrenamiento. ",Flores,03-2024,Promotor
485,114437224676,2023-10-15,4,Es un lugar que brinda una adecuado servicio al Cliente.,Flores,10-2023,Promotor
486,114432302733,2023-10-09,5,La atención esmerada de vuestros colaboradores y el estado del equipo y mantenimiento de las instalaciones.,Abasto,10-2023,Promotor
488,114436178974,2023-10-13,3,Se puede hacer lo necesario objetivo es estar en forma ,Adrogue,10-2023,Pasivo
489,118655077516,2024-07-24,5,Buenas atención y orden ,Adrogue,07-2024,Promotor
491,114557894816,2024-03-20,5,Estoy muy conforme con los profesores y la atención ,Cid Campeador,03-2024,Promotor
492,118440297002,2023-10-11,3,"NECESITAN MAS CUIDADO LOS BAÑOS Y VESTUARIOS, FALTA CALIDAD.",Nuñez,10-2023,Pasivo
493,114560652886,2024-03-23,4,Calidad de máquinas.Buena atención del personal. ,Caballito 2,03-2024,Promotor
496,118564961600,2024-03-22,2,"Han ido incrementando la cantidad de socios para las máquinas y espacio físico de Flores, => escasa ventilación y mantenimiento de bicicletas .   Tenía servicio de WIFI ya no lo tiene. Aún así lo recomendaría por cercanía.  ",Flores,03-2024,Detractor
497,118654138146,2024-07-23,3,Siguen sin hacer el mantenimiento de máquinas. ,Flores,07-2024,Pasivo
500,114436283211,2023-10-13,3,"Depende de cuales sean sus necesidades, por ejemplo, si ya es una persona acostumbrada a un gimnasio o si necesita seguimiento/ supervision por algun tema especial",Flores,10-2023,Pasivo
502,114648095881,2024-07-19,5,SU ATENCION Y LIMPIEZA DEL MISMO,Almagro,07-2024,Promotor
503,114432558216,2023-10-09,4,Muy buena atencion y muy limpio todo,Almagro,10-2023,Promotor
504,118442806518,2023-10-13,4,Las colchonetas de yoga estan muy sucias!,Caballito 2,10-2023,Promotor
506,118438810033,2023-10-09,5,"Buena atención,espacios amplios y gran cantidad de aparatos",Caballito 2,10-2023,Promotor
508,114439254607,2023-10-17,4,"Buena atención, limpieza y servicios",Microcentro,10-2023,Promotor
510,118427980749,2023-09-26,5,Me sirve para mantenerme activo  y en forma,Punta Carretas,09-2023,Promotor
512,118441627515,2023-10-12,5,Es bueno el gym,Palermo,10-2023,Promotor
514,118655358500,2024-07-25,4,"Tiene buena cantidad de maquinas, pero no tanta variedad ",Microcentro,07-2024,Promotor
516,114432992039,2023-10-10,4,Precio accesible noto cierto deterioro en las cintas ,Almagro,10-2023,Promotor
518,114552855145,2024-03-14,4,Buen servicio y aparatos,Palermo,03-2024,Promotor
520,118440100381,2023-10-10,5,"Ambiente amogable, excelente atencion e instalaciones",Nuñez,10-2023,Promotor
522,114560604451,2024-03-23,5,Muy buena ,Nuñez,03-2024,Promotor
524,118438894923,2023-10-09,3,"Hay pocos profesores de piso para tantas personas, el profesor de entrenamiento funcional que es lo que yo hago es muy bueno",Caballito 2,10-2023,Pasivo
525,114434274771,2023-10-11,5,El espacio es muy bueno. Hay organización.,Abasto,10-2023,Promotor
528,114432326817,2023-10-09,5,Es económico y bien equipado.,Microcentro,10-2023,Promotor
531,114436197466,2023-10-13,5,Lugar bien equipado y cómodo. Solo le faltaría mejorar un poquito la atención de los entrenadores.,Almagro,10-2023,Promotor
534,118653291225,2024-07-22,3,Por que cierran muy temprano ,Congreso,07-2024,Pasivo
535,114434305300,2023-10-11,3,"Excelentes maquinas y ubicacion, lamentablemente se encuentran el cualquier momento a maxima capacidad de personas para el uso de distintos sectores por lo que pierdes mucho tiempo",Abasto,10-2023,Pasivo
537,114434428627,2023-10-11,5,"El personal que mantienen dentro del area de clases que me movilizo  el personal son atentos, respetuosos, calificados  y organizados.",Abasto,10-2023,Promotor
538,114552422749,2024-03-13,5,"Es un gimnasio excelente,tanto en la pulcritud como en la atención de todos los profesores y administrativos. ",Punta Carretas,03-2024,Promotor
539,118428206754,2023-09-26,5,"Porque es lugar genial,y todo el personal es re buen gente.Se siente como una familia",Punta Carretas,09-2023,Promotor
542,114432304439,2023-10-09,3,Las máquinas no andan bien y faltan elementos en las clases,Flores,10-2023,Pasivo
545,114432557904,2023-10-09,3,Mucha gente. Puro regetón que me cansó. Hay que compartir las máquinas a toda hora. No estoy conforme. ,Adrogue,10-2023,Pasivo
546,114434432635,2023-10-11,5,Excelentes profes y variedad de clases y horarios ,Flores,10-2023,Promotor
547,118561218151,2024-03-18,5,"Disculpe, Raul falleció, soy su esposa",Almagro,03-2024,Promotor
549,118443608351,2023-10-14,4,"Muy amplio, cómodo.  Faltaría que los ""profe"" interactúen activamente con los clientes, aunque seamos personas grandes. ",Nuñez,10-2023,Promotor
550,118651084133,2024-07-18,4,Los profe de Fiter podrían ser más proactivos. Hay varios aparatos fuera de servicio y deberían intensificar la limpieza.  ,Nuñez,07-2024,Promotor
554,118558325164,2024-03-13,5,"Considero que es un gimnasio muy interesante,con muchas variantes, siempre limpio",Almagro,03-2024,Promotor
555,114432627050,2023-10-09,5,"Es un lugar que posee muchos aparatos de musculacion, muy buenas instalaciones y muy buena atención ",Almagro,10-2023,Promotor
556,114651588767,2024-07-24,5,Por las muy buenas instalaciones y máquinas que poseen ,Almagro,07-2024,Promotor
560,118558836511,2024-03-14,3,Las máquinas de caminar necesitan mas mantenimiento.,Flores,03-2024,Pasivo
563,114552336823,2024-03-13,4,Muy buen ambiente y cantidad de máquinas disponibles ,Caballito 2,03-2024,Promotor
564,118442803045,2023-10-13,3,Hay horarios con mucha gente ,Caballito 2,10-2023,Pasivo
565,114648084332,2024-07-18,4,"Es un gimnasio de primer nivel, pero hay algunos detalles como el tapizado en algún asiento ",Caballito 2,07-2024,Promotor
571,114647390888,2024-07-18,4,Buen gym,Almagro,07-2024,Promotor
573,114553939011,2024-03-15,2,Desorden y falta de mantenimiento ,Barrio Norte,03-2024,Detractor
575,114552823270,2024-03-14,5,"buenas instalaciones, limpio, buena relación costo/beneficio  cercanía",Cid Campeador,03-2024,Promotor
576,114646959693,2024-07-18,2,Salón helado.imposible hacer gimnasia,Cid Campeador,07-2024,Detractor
577,114552870131,2024-03-14,5,Me gusta el ambiente. Hay la variedad de actividades que necesito,Caballito 2,03-2024,Promotor
578,114647729728,2024-07-19,5,Meda posibilidad de amplitud de actividades y horarios,Caballito 2,07-2024,Promotor
583,114554758393,2024-03-16,3,No me gusta el piso de pasto del lugar de ritmos. Mis tobillos no están bien y los pues se me traban. Debería haber baños en el piso y no tener q bajar. ,Cid Campeador,03-2024,Pasivo
586,118651121300,2024-07-18,5,Muy bueno el ambiente y las instalaciones.  ,Barrio Norte,07-2024,Promotor
589,114432562255,2023-10-09,3,"Poco mantenimiento, particularmente en caminadoras.  Conexión a Wi Fi lamentable.   Horarios colapsados de gente.",Almagro,10-2023,Pasivo
592,118443555313,2023-10-14,3,Elementos  en condiciones regulares ,Caballito 2,10-2023,Pasivo
